group,obs,b0,b1,x,B0,B1,E,y
4,7,1.41016782849152,-0.34342642594676304,6.344599544536322,20,2,-1.3337038872289195,30.586759884691674
1,8,-11.209512931044252,0.8575324934416405,4.967477924656123,20,2,-11.20678499291418,11.778431656200482
2,8,-4.603549789665599,0.23045810299460115,8.074864577502012,20,2,4.611924542117884,38.019021879925724
3,8,31.17416628298248,-0.632530617303267,5.821884081233293,20,2,15.241428101788115,74.37684261546663
4,8,1.41016782849152,-0.34342642594676304,1.7201280337758362,20,2,4.344682981328278,28.604369454561002
1,9,-11.209512931044252,0.8575324934416405,9.372910396195948,20,2,1.9200037113892878,37.49388679559192
2,9,-4.603549789665599,0.23045810299460115,0.5381087469868362,20,2,-6.562431284170579,10.034247941172882
3,9,31.17416628298248,-0.632530617303267,0.8723218715749681,20,2,5.683985308695275,58.05102504291324
4,9,1.41016782849152,-0.34342642594676304,8.415580056607723,20,2,-10.705705348903855,24.64549001169346
1,10,-11.209512931044252,0.8575324934416405,4.208892609458417,20,2,-16.531490244808914,4.2860442170806365
2,10,-4.603549789665599,0.23045810299460115,7.174860527738929,20,2,-0.433527684937541,30.966148327348275
3,10,31.17416628298248,-0.632530617303267,7.361507310997695,20,2,-0.34593505799038315,60.89486708327961
4,10,1.41016782849152,-0.34342642594676304,9.874705451074988,20,2,23.65055532002811,61.41889925032991
1,11,-11.209512931044252,0.8575324934416405,9.609671195503324,20,2,-12.163473078918987,24.08696168247769
2,11,-4.603549789665599,0.23045810299460115,1.4179373439401388,20,2,1.7090632334904408,20.268163282154767
3,11,31.17416628298248,-0.632530617303267,6.649513158481568,20,2,8.050530936221934,68.31770287326701
4,11,1.41016782849152,-0.34342642594676304,0.3315424220636487,20,2,10.505928441158849,32.46532068471861
1,12,-11.209512931044252,0.8575324934416405,4.945133505389094,20,2,-0.10724484659323583,22.81412189841881
2,12,-4.603549789665599,0.23045810299460115,7.9135242267511785,20,2,-7.4325614142925165,25.614673030843143
3,12,31.17416628298248,-0.632530617303267,3.792097535915673,20,2,-0.6578405186998708,55.70190304084702
4,12,1.41016782849152,-0.34342642594676304,9.482993613928556,20,2,19.397559919371588,56.51700437161276
1,13,-11.209512931044252,0.8575324934416405,6.606757803820074,20,2,4.827390081758329,32.49690225142907
2,13,-4.603549789665599,0.23045810299460115,4.327650952618569,20,2,-20.44477072558074,4.604323618954055
3,13,31.17416628298248,-0.632530617303267,8.38682598201558,20,2,14.234591286502493,76.87748531789674
4,13,1.41016782849152,-0.34342642594676304,8.046987229026854,20,2,5.405026609150811,40.1456208319921
1,14,-11.209512931044252,0.8575324934416405,4.270623051561415,20,2,-0.3357177183752501,20.658213487658138
2,14,-4.603549789665599,0.23045810299460115,3.2939050951972604,20,2,-0.17863621110098638,22.564731309311348
3,14,31.17416628298248,-0.632530617303267,5.650405129417777,20,2,-1.497897197934033,57.40302509935984
4,14,1.41016782849152,-0.34342642594676304,8.612291719764471,20,2,2.565594809552497,38.24265751304334
1,15,-11.209512931044252,0.8575324934416405,5.85871024755761,20,2,-5.038669330370165,20.49327264064097
2,15,-4.603549789665599,0.23045810299460115,6.451201282907277,20,2,2.77011251660008,32.55569690244418
3,15,31.17416628298248,-0.632530617303267,7.670840695500374,20,2,-9.31356024820741,52.350245825415946
4,15,1.41016782849152,-0.34342642594676304,6.928570240270346,20,2,2.001468752747567,34.88932294724263
1,16,-11.209512931044252,0.8575324934416405,8.667976828292012,20,2,11.068374206664453,44.627886714863834
2,16,-4.603549789665599,0.23045810299460115,0.9469755226746202,20,2,5.092061136538014,22.600700574759568
3,16,31.17416628298248,-0.632530617303267,6.099392941687256,20,2,10.337496764511126,69.8523961482875
4,16,1.41016782849152,-0.34342642594676304,2.408747896552086,20,2,-10.908687618026175,14.491748322449851
1,17,-11.209512931044252,0.8575324934416405,4.696416589431465,20,2,0.5479278447259681,22.758577920720494
2,17,-4.603549789665599,0.23045810299460115,2.8392208670265973,20,2,6.1725030272206265,27.90171642660586
3,17,31.17416628298248,-0.632530617303267,9.184412786271423,20,2,-10.680048677332843,53.053520888924204
4,17,1.41016782849152,-0.34342642594676304,3.9974404918029904,20,2,15.658143370584597,43.690365481647326
1,18,-11.209512931044252,0.8575324934416405,5.653446603100747,20,2,-10.348080109852615,14.597314327400783
2,18,-4.603549789665599,0.23045810299460115,0.8087701234035194,20,2,1.6451870850583972,18.84556517059812
3,18,31.17416628298248,-0.632530617303267,9.427001848816872,20,2,1.5183233035508061,65.58362598541585
4,18,1.41016782849152,-0.34342642594676304,7.357786053325981,20,2,1.2167030196685444,34.81558478763735
1,19,-11.209512931044252,0.8575324934416405,4.753122162073851,20,2,-2.104245836434682,20.268442255944677
2,19,-4.603549789665599,0.23045810299460115,1.818432486616075,20,2,4.499367871462047,23.95175555631789
3,19,31.17416628298248,-0.632530617303267,7.303668805398047,20,2,-10.311644918974629,50.8500648367469
4,19,1.41016782849152,-0.34342642594676304,6.146270439494401,20,2,-12.893641882232227,18.698275135310293
1,20,-11.209512931044252,0.8575324934416405,0.6104159005917609,20,2,-6.545686381132461,3.9890839582776874
2,20,-4.603549789665599,0.23045810299460115,0.5329538322985172,20,2,-0.5732410384777965,16.011940365628856
3,20,31.17416628298248,-0.632530617303267,4.552563149482012,20,2,12.567478203570461,69.96713520626301
4,20,1.41016782849152,-0.34342642594676304,1.8096213694661856,20,2,15.87454139864543,40.28248016683666
1,21,-11.209512931044252,0.8575324934416405,4.913059240207076,20,2,3.194814625447458,26.024528115498622
2,21,-4.603549789665599,0.23045810299460115,9.818714482244104,20,2,3.815916226931482,41.11259771517769
3,21,31.17416628298248,-0.632530617303267,2.2412210726179183,20,2,-2.4364488363944514,51.802518643247765
4,21,1.41016782849152,-0.34342642594676304,7.125286553055048,20,2,0.48053084053034095,33.69426008036973
1,22,-11.209512931044252,0.8575324934416405,1.5012605930678546,20,2,-14.04545861101792,-0.9650706162473099
2,22,-4.603549789665599,0.23045810299460115,5.25725839426741,20,2,2.8993372889576423,30.021882084322176
3,22,31.17416628298248,-0.632530617303267,8.284758233930916,20,2,-5.3555358229374495,57.14778368799022
4,22,1.41016782849152,-0.34342642594676304,1.2686054431833327,20,2,3.3467877310054877,26.85849381257461
1,23,-11.209512931044252,0.8575324934416405,8.196832817047834,20,2,-3.459813391545017,28.7533897954337
2,23,-4.603549789665599,0.23045810299460115,2.4600341636687517,20,2,-6.61615734836447,14.267295995968443
3,23,31.17416628298248,-0.632530617303267,0.970179655123502,20,2,-2.1911137680204624,50.30974348905868
4,23,1.41016782849152,-0.34342642594676304,1.6370145347900689,20,2,-3.6690491063370656,20.452953740828736
1,24,-11.209512931044252,0.8575324934416405,6.64355203974992,20,2,10.9457820784237,38.720434972835335
2,24,-4.603549789665599,0.23045810299460115,6.7742811678908765,20,2,2.0920808243712767,32.59828135759162
3,24,31.17416628298248,-0.632530617303267,1.329518761485815,20,2,4.3249142615321565,57.31715674456737
4,24,1.41016782849152,-0.34342642594676304,9.795239847153425,20,2,-12.408535858007763,25.228167452791386
1,25,-11.209512931044252,0.8575324934416405,1.4661247562617064,20,2,14.968217096280178,27.948203295692956
2,25,-4.603549789665599,0.23045810299460115,9.418167539406568,20,2,1.5937044116076196,37.996982725572124
3,25,31.17416628298248,-0.632530617303267,7.00351744890213,20,2,-8.562814034032533,52.18844793150594
4,25,1.41016782849152,-0.34342642594676304,5.679629035294056,20,2,3.0904664544682117,33.909357653253345
1,26,-11.209512931044252,0.8575324934416405,2.4634898942895234,20,2,8.70434029844877,24.534329787601944
2,26,-4.603549789665599,0.23045810299460115,3.4087153244763613,20,2,-13.83677138301561,9.162675543598965
3,26,31.17416628298248,-0.632530617303267,8.397619454190135,20,2,16.901069700305612,79.55872347443156
4,26,1.41016782849152,-0.34342642594676304,9.215214662253857,20,2,-1.5803070517836224,35.09554186542557
1,27,-11.209512931044252,0.8575324934416405,5.1536488719284534,20,2,11.211707806486448,34.72891398676661
2,27,-4.603549789665599,0.23045810299460115,8.881121983285993,20,2,0.7226131908891508,35.92803389252728
3,27,31.17416628298248,-0.632530617303267,7.040722030214965,20,2,-3.324228445667241,57.47790964571259
4,27,1.41016782849152,-0.34342642594676304,4.237627896945924,20,2,-18.34920046626864,10.08090975297429
1,28,-11.209512931044252,0.8575324934416405,3.0026910337619483,20,2,-11.001722185871914,6.369052079824469
2,28,-4.603549789665599,0.23045810299460115,9.633844406343997,20,2,-0.41340299917430945,36.47093353027927
3,28,31.17416628298248,-0.632530617303267,1.248205960728228,20,2,8.278525451171422,61.15957516874931
4,28,1.41016782849152,-0.34342642594676304,6.803405329119414,20,2,-18.816786541545717,13.863722768737993
1,29,-11.209512931044252,0.8575324934416405,8.198391436599195,20,2,13.754411123242434,45.97206811623407
2,29,-4.603549789665599,0.23045810299460115,2.1627482189796865,20,2,13.989904643029757,34.210274143124536
3,29,31.17416628298248,-0.632530617303267,5.9408717905171216,20,2,-11.433162559109405,47.86496400393196
4,29,1.41016782849152,-0.34342642594676304,1.6169593064114451,20,2,4.723005621931104,28.811785507743277
1,30,-11.209512931044252,0.8575324934416405,4.055265195202082,20,2,-10.336392133542113,10.042147000226542
2,30,-4.603549789665599,0.23045810299460115,2.3888509906828403,20,2,-1.2519997868828363,19.472682472466783
3,30,31.17416628298248,-0.632530617303267,5.275988455396146,20,2,9.28662738846683,67.67554634766498
4,30,1.41016782849152,-0.34342642594676304,6.709548011422157,20,2,8.683396476987715,41.20842423504263
1,31,-11.209512931044252,0.8575324934416405,9.075649701990187,20,2,-8.491746036334778,26.23270495515187
2,31,-4.603549789665599,0.23045810299460115,3.3279718249104917,20,2,-3.86636454475566,18.952987388988078
3,31,31.17416628298248,-0.632530617303267,2.4253649939782917,20,2,-9.761635709971657,44.729142944140584
4,31,1.41016782849152,-0.34342642594676304,3.0998873617500067,20,2,3.395436599049148,29.940795913557338
1,32,-11.209512931044252,0.8575324934416405,2.268055349122733,20,2,-15.590751644337729,-0.3192227183396472
2,32,-4.603549789665599,0.23045810299460115,1.230031345039606,20,2,-26.29325441551361,-8.153270824698271
3,32,31.17416628298248,-0.632530617303267,2.677556255366653,20,2,14.698122818728592,69.53376530137308
4,32,1.41016782849152,-0.34342642594676304,9.23653637059033,20,2,22.73472912994724,59.445899025740296
1,33,-11.209512931044252,0.8575324934416405,0.5648415954783559,20,2,-4.550335402388285,5.854204879294285
2,33,-4.603549789665599,0.23045810299460115,5.014551468193531,20,2,7.611024870948922,34.19222203639906
3,33,31.17416628298248,-0.632530617303267,7.937859361991286,20,2,-0.07502783709721127,61.95391808756098
4,33,1.41016782849152,-0.34342642594676304,8.37927345186472,20,2,14.74313799715992,50.03418879577638
1,34,-11.209512931044252,0.8575324934416405,5.762736683245748,20,2,5.541439325693811,30.799133718172392
2,34,-4.603549789665599,0.23045810299460115,2.4185008998028934,20,2,2.0366396511615097,22.827454790561006
3,34,31.17416628298248,-0.632530617303267,5.820622248575091,20,2,-17.99136451765872,41.142324478493606
4,34,1.41016782849152,-0.34342642594676304,1.3751556724309921,20,2,10.829556807977543,34.51777118362766
1,35,-11.209512931044252,0.8575324934416405,4.8271232401020825,20,2,-3.5085361504685557,19.075612426926188
2,35,-4.603549789665599,0.23045810299460115,0.9368561278097332,20,2,-14.034900847150265,3.451167704797502
3,35,31.17416628298248,-0.632530617303267,3.0496952799148858,20,2,-2.017966649133305,53.326564555687526
4,35,1.41016782849152,-0.34342642594676304,6.767053545918316,20,2,-1.2677815979230331,31.352508308940024
1,36,-11.209512931044252,0.8575324934416405,2.05134988296777,20,2,10.592068726661537,25.244354741615396
2,36,-4.603549789665599,0.23045810299460115,3.949185060337186,20,2,-11.67396032263996,12.53098170574874
3,36,31.17416628298248,-0.632530617303267,8.028531060554087,20,2,-5.576436273184449,56.57650042313548
4,36,1.41016782849152,-0.34342642594676304,2.283206945285201,20,2,14.881199283831595,40.073667401977396
1,37,-11.209512931044252,0.8575324934416405,0.7690751785412431,20,2,13.586657687700313,24.574802069237094
2,37,-4.603549789665599,0.23045810299460115,7.782249078154564,20,2,11.632145439023622,44.38657616525014
3,37,31.17416628298248,-0.632530617303267,6.70139696681872,20,2,16.615239453478807,76.95336090988265
4,37,1.41016782849152,-0.34342642594676304,5.111096736509353,20,2,2.040309798298962,31.91738541492162
1,38,-11.209512931044252,0.8575324934416405,2.1400206023827195,20,2,-5.8188368686977485,9.086828608201174
2,38,-4.603549789665599,0.23045810299460115,1.8769329879432917,20,2,5.552040618634219,25.134911220704602
3,38,31.17416628298248,-0.632530617303267,6.111471757758409,20,2,10.58723125825928,70.11864805319217
4,38,1.41016782849152,-0.34342642594676304,0.38741489639505744,20,2,24.136332714710495,46.18828182276464
1,39,-11.209512931044252,0.8575324934416405,2.294405533466488,20,2,-19.64982332711188,-4.302997893143338
2,39,-4.603549789665599,0.23045810299460115,8.239378896541893,20,2,2.7323570306681737,36.506396664437155
3,39,31.17416628298248,-0.632530617303267,3.003682498820126,20,2,6.547945828696456,61.82955596415748
4,39,1.41016782849152,-0.34342642594676304,0.16091809375211596,20,2,-0.5459865536038313,21.130753936584465
1,40,-11.209512931044252,0.8575324934416405,9.615835917647928,20,2,-15.578222484851116,20.689828170386797
2,40,-4.603549789665599,0.23045810299460115,0.8774669351987541,20,2,7.4150089208624435,24.768612366920745
3,40,31.17416628298248,-0.632530617303267,7.480233970563859,20,2,-7.790857412639195,53.61229980049738
4,40,1.41016782849152,-0.34342642594676304,8.360082125291228,20,2,5.058614988305128,40.31787394246892
1,41,-11.209512931044252,0.8575324934416405,0.15980534721165895,20,2,9.075517060178504,18.32265310141729
2,41,-4.603549789665599,0.23045810299460115,8.528614982496947,20,2,12.839570104745937,47.258738710111814
3,41,31.17416628298248,-0.632530617303267,5.5029726517386734,20,2,-15.578637973855692,43.12067492419688
4,41,1.41016782849152,-0.34342642594676304,3.39687408413738,20,2,10.817418481791165,37.85475815245096
1,42,-11.209512931044252,0.8575324934416405,3.257018718868494,20,2,-7.569813569460193,10.52771032040994
2,42,-4.603549789665599,0.23045810299460115,6.39220112003386,20,2,-12.890194738489608,16.76379225599548
3,42,31.17416628298248,-0.632530617303267,1.2784729665145278,20,2,13.143206659194346,66.06564558049091
4,42,1.41016782849152,-0.34342642594676304,3.1112110149115324,20,2,11.462599732649759,38.02671751174707
1,43,-11.209512931044252,0.8575324934416405,5.830826065503061,20,2,-2.4258326770500362,23.026429337687183
2,43,-4.603549789665599,0.23045810299460115,7.59196238592267,20,2,7.595407062383449,39.925411294029296
3,43,31.17416628298248,-0.632530617303267,5.517031417693943,20,2,-8.603257414230615,50.11528041582429
4,43,1.41016782849152,-0.34342642594676304,6.877873053308576,20,2,-1.5103157905204367,31.293554783774923
1,44,-11.209512931044252,0.8575324934416405,3.712643375620246,20,2,-0.9372323376087193,18.46225381374274
2,44,-4.603549789665599,0.23045810299460115,9.06746856868267,20,2,-2.8074005450400414,32.81365840796148
3,44,31.17416628298248,-0.632530617303267,9.757353237364441,20,2,7.3409873649724275,71.85803545620763
4,44,1.41016782849152,-0.34342642594676304,7.660941814538091,20,2,15.373275354959459,49.47435694577424
1,45,-11.209512931044252,0.8575324934416405,0.12266113655641675,20,2,-4.557710627789024,4.583284624559169
2,45,-4.603549789665599,0.23045810299460115,5.226039758417755,20,2,-0.3265845235572894,26.726328412511943
3,45,31.17416628298248,-0.632530617303267,7.9904625145718455,20,2,16.36757349165498,78.46845261690041
4,45,1.41016782849152,-0.34342642594676304,2.0745557034388185,20,2,-3.2904197052653794,21.556402279444313
1,46,-11.209512931044252,0.8575324934416405,3.862817839253694,20,2,-26.04038170607104,-6.211767145201836
2,46,-4.603549789665599,0.23045810299460115,5.423827788326889,20,2,5.139837864479315,32.63390871453471
3,46,31.17416628298248,-0.632530617303267,7.442530822008848,20,2,-8.86468011111257,52.48691920074376
4,46,1.41016782849152,-0.34342642594676304,3.333324317354709,20,2,-9.985384060039259,16.94668074633112
1,47,-11.209512931044252,0.8575324934416405,3.2491523819044232,20,2,14.208168135848522,32.283213712239466
2,47,-4.603549789665599,0.23045810299460115,4.2374303680844605,20,2,24.479980070152315,49.3278411808561
3,47,31.17416628298248,-0.632530617303267,2.763013490475714,20,2,-10.39782541403543,44.55467722115062
4,47,1.41016782849152,-0.34342642594676304,6.260901496279985,20,2,10.310251816667598,42.092063613646914
1,48,-11.209512931044252,0.8575324934416405,0.43597844894975424,20,2,-0.9414783836963309,9.094831269573627
2,48,-4.603549789665599,0.23045810299460115,6.065347867552191,20,2,1.4180745922044782,30.343029101201687
3,48,31.17416628298248,-0.632530617303267,4.1704909689724445,20,2,12.222367014564032,69.09955200842957
4,48,1.41016782849152,-0.34342642594676304,0.4361902247183025,20,2,2.1367451844106595,24.269494212430864
1,49,-11.209512931044252,0.8575324934416405,9.93407740490511,20,2,-8.513653538607574,28.663782507228934
2,49,-4.603549789665599,0.23045810299460115,6.265610409900546,20,2,-4.704088747428615,24.667542971875783
3,49,31.17416628298248,-0.632530617303267,8.388401516713202,20,2,6.861352552988725,69.50640107984334
4,49,1.41016782849152,-0.34342642594676304,3.9708462986163795,20,2,-23.359473318599008,4.628693554807516
1,50,-11.209512931044252,0.8575324934416405,9.530889857560396,20,2,10.952443818484722,46.97775834683267
2,50,-4.603549789665599,0.23045810299460115,3.783977802377194,20,2,-15.671500988322402,8.164953172875917
3,50,31.17416628298248,-0.632530617303267,8.198950875084847,20,2,0.21931062818382396,62.605291203079425
4,50,1.41016782849152,-0.34342642594676304,0.07226551417261362,20,2,-1.903589775919601,19.62629119366564
1,51,-11.209512931044252,0.8575324934416405,8.737426542211324,20,2,12.930694860243449,46.688662182627496
2,51,-4.603549789665599,0.23045810299460115,0.7394399354234338,20,2,1.8884931505662947,18.934233156543698
3,51,31.17416628298248,-0.632530617303267,8.167042508721352,20,2,1.0193913490521194,63.361738209893765
4,51,1.41016782849152,-0.34342642594676304,5.8604303654283285,20,2,6.98135808858598,38.099759993025224
1,52,-11.209512931044252,0.8575324934416405,6.827463544905186,20,2,-8.270145561904322,20.030040434406242
2,52,-4.603549789665599,0.23045810299460115,7.14157723588869,20,2,-1.958988560663759,29.366450463620357
3,52,31.17416628298248,-0.632530617303267,2.8010527859441936,20,2,11.77584413807768,66.78036434515624
4,52,1.41016782849152,-0.34342642594676304,6.735135582275689,20,2,6.834736209798509,39.402151661553596
1,53,-11.209512931044252,0.8575324934416405,2.9703937843441963,20,2,-12.754967067525273,4.523516758511098
2,53,-4.603549789665599,0.23045810299460115,5.710457747336477,20,2,6.379563674108805,34.512950638798145
3,53,31.17416628298248,-0.632530617303267,0.5470618139952421,20,2,-13.775896246037206,38.146360318026304
4,53,1.41016782849152,-0.34342642594676304,3.4760841680690646,20,2,-5.983108037196699,21.185448965302868
1,54,-11.209512931044252,0.8575324934416405,4.976790843065828,20,2,12.109203838570053,35.121032454649225
2,54,-4.603549789665599,0.23045810299460115,5.316889847163111,20,2,-22.510451754458515,4.745098498210574
3,54,31.17416628298248,-0.632530617303267,8.157683773897588,20,2,-17.790141908808284,44.53940716870109
4,54,1.41016782849152,-0.34342642594676304,5.103264665231109,20,2,13.013726728264249,42.87782794257726
1,55,-11.209512931044252,0.8575324934416405,8.489458016119897,20,2,-8.147927840526547,24.90146136120041
2,55,-4.603549789665599,0.23045810299460115,5.941928632091731,20,2,12.437070185789116,41.08674326098814
3,55,31.17416628298248,-0.632530617303267,5.37895291345194,20,2,-1.6825020075610588,56.84721769553434
4,55,1.41016782849152,-0.34342642594676304,6.270404134411365,20,2,4.277756783629235,36.075310399820786
1,56,-11.209512931044252,0.8575324934416405,2.9197380947880447,20,2,8.132788896292386,25.266522443444362
2,56,-4.603549789665599,0.23045810299460115,5.6723913829773664,20,2,-6.512118693600442,21.53636284025258
3,56,31.17416628298248,-0.632530617303267,9.994999824557453,20,2,-3.0459092314660547,61.79611329165796
4,56,1.41016782849152,-0.34342642594676304,9.204539684578776,20,2,-4.150971696456358,32.50719333483268
1,57,-11.209512931044252,0.8575324934416405,7.69343193853274,20,2,28.16084276022378,58.935561579618536
2,57,-4.603549789665599,0.23045810299460115,8.437327116262168,20,2,1.2614706909757933,35.47702553539322
3,57,31.17416628298248,-0.632530617303267,9.222798685077578,20,2,4.728004231110856,68.51406533871261
4,57,1.41016782849152,-0.34342642594676304,6.007901367265731,20,2,-3.4075354094094985,27.955163059612744
1,58,-11.209512931044252,0.8575324934416405,3.6780192819423974,20,2,-2.417906426546096,16.88264025206494
2,58,-4.603549789665599,0.23045810299460115,7.4700350081548095,20,2,13.787546688573126,45.845597012499766
3,58,31.17416628298248,-0.632530617303267,4.848607392050326,20,2,-3.3888366953739055,54.41565174495445
4,58,1.41016782849152,-0.34342642594676304,0.04810822429135442,20,2,0.20136302760760888,21.691225669154814
1,59,-11.209512931044252,0.8575324934416405,6.731424457393587,20,2,3.769621641410672,31.79537282451636
2,59,-4.603549789665599,0.23045810299460115,4.0364757855422795,20,2,-4.317237450378767,20.082402883359908
3,59,31.17416628298248,-0.632530617303267,9.531820346601307,20,2,19.590641561770326,83.79928033009585
4,59,1.41016782849152,-0.34342642594676304,1.3437141943722963,20,2,-14.284596122211727,9.351533131757172
1,60,-11.209512931044252,0.8575324934416405,3.7771994550712407,20,2,20.112929798456257,39.696887044488136
2,60,-4.603549789665599,0.23045810299460115,8.998570328112692,20,2,-3.515918888791792,31.951465425248355
3,60,31.17416628298248,-0.632530617303267,8.033410098869354,20,2,13.571196468494904,75.73080510032796
4,60,1.41016782849152,-0.34342642594676304,5.064273439347744,20,2,-19.991774110074704,9.80773526981999
1,61,-11.209512931044252,0.8575324934416405,0.1809373591095209,20,2,9.560806214284533,18.868327666173258
2,61,-4.603549789665599,0.23045810299460115,2.5027313199825585,20,2,8.764312649768653,29.74300021237653
3,61,31.17416628298248,-0.632530617303267,3.0598814971745014,20,2,-12.712169715600858,42.646290829448
4,61,1.41016782849152,-0.34342642594676304,6.617240398190916,20,2,-7.683238784896284,24.68887462039583
1,62,-11.209512931044252,0.8575324934416405,0.9817699901759624,20,2,1.9352484547022162,13.531175171671658
2,62,-4.603549789665599,0.23045810299460115,9.652904509566724,20,2,11.438354287970096,48.36520357910072
3,62,31.17416628298248,-0.632530617303267,8.672236579004675,20,2,-7.659993040286745,55.37319124398729
4,62,1.41016782849152,-0.34342642594676304,2.84862571163103,20,2,-2.2412599905329844,23.887865914215094
1,63,-11.209512931044252,0.8575324934416405,4.346872379537672,20,2,15.713469349773357,36.925285488101984
2,63,-4.603549789665599,0.23045810299460115,3.4094904200173914,20,2,-11.273472408514921,11.727703336229736
3,63,31.17416628298248,-0.632530617303267,3.4812997514382005,20,2,9.477939807168582,65.41267691223254
4,63,1.41016782849152,-0.34342642594676304,3.041732180863619,20,2,4.487681892348966,30.936702871006478
1,64,-11.209512931044252,0.8575324934416405,9.145159681793302,20,2,-11.05814528556326,23.864932731829267
2,64,-4.603549789665599,0.23045810299460115,2.8357885126024485,20,2,-6.678678421737812,15.042879254909726
3,64,31.17416628298248,-0.632530617303267,8.678473189938813,20,2,7.832775103021971,70.87448776180022
4,64,1.41016782849152,-0.34342642594676304,8.166912947781384,20,2,2.4895943271212673,37.428854326500655
1,65,-11.209512931044252,0.8575324934416405,1.8458712357096374,20,2,14.250982774674757,28.31610687838007
2,65,-4.603549789665599,0.23045810299460115,2.2722647641785443,20,2,-6.017839620915865,14.446801944829687
3,65,31.17416628298248,-0.632530617303267,6.656258371658623,20,2,-17.144876963794765,43.131518845749696
4,65,1.41016782849152,-0.34342642594676304,4.680792547296733,20,2,10.478269264782647,39.64251433275127
1,66,-11.209512931044252,0.8575324934416405,1.0964006395079195,20,2,-6.086216184341284,5.837271337838539
2,66,-4.603549789665599,0.23045810299460115,1.4564829762093723,20,2,1.2034052682255574,19.848479734719845
3,66,31.17416628298248,-0.632530617303267,3.1717433338053524,20,2,17.190418138518016,72.70184632025178
4,66,1.41016782849152,-0.34342642594676304,6.072029983624816,20,2,-2.5041405231119542,28.964791717111346
1,67,-11.209512931044252,0.8575324934416405,9.47015262208879,20,2,15.495553273969772,51.34730917839579
2,67,-4.603549789665599,0.23045810299460115,4.225861695595086,20,2,-10.971396499324458,13.850661172084505
3,67,31.17416628298248,-0.632530617303267,9.264885785523802,20,2,9.255112361162364,73.09872629003081
4,67,1.41016782849152,-0.34342642594676304,0.9964109375141561,20,2,2.46799211870998,25.52878797518506
1,68,-11.209512931044252,0.8575324934416405,8.662889590486884,20,2,-7.367715393514505,26.177260167354856
2,68,-4.603549789665599,0.23045810299460115,2.604882305022329,20,2,-12.800089388896547,8.406441666022163
3,68,31.17416628298248,-0.632530617303267,2.8403239930048585,20,2,0.7664366359450792,55.824659016300636
4,68,1.41016782849152,-0.34342642594676304,1.6585800773464143,20,2,2.551647624540821,26.709375379615583
1,69,-11.209512931044252,0.8575324934416405,0.2995662810280919,20,2,2.7744681703467835,12.420975621279773
2,69,-4.603549789665599,0.23045810299460115,0.9811864141374826,20,2,5.368560222315483,22.95350562061105
